id,phrase,nbsyllabe
3357,Mâche,1
3358,Râle,1
3359,Pleut,1
3360,Neige,1
3361,Tonne,1
3362,Vente,1
3363,Mens,1
3364,Hop,1
3365,Pst,1
3366,Hé,1
3367,Hum,1
3368,Bah,1
3369,Eh,1
3370,Hue,1
3371,Hop là,2
3372,Bof,1
3373,Pouf,1
3374,Paf,1
3375,Crac,1
3376,Plouf,1
3377,Boum,1
3378,Toc,1
3379,Vlan,1
3380,Pan,1
3381,Va donc,2
3382,Cours vite,2
3383,Pars vite,2
3384,Cours fort,2
3385,Sois sage,2
3386,Sois bref,2
3387,Reste assise,3
3388,Reste calme,2
3389,Tiens bien,2
3390,Crois moi,2
3391,Vois donc,2
3392,Lis tout,2
3393,Mange tout,2
3394,Bois sec,2
3395,Cris fort,2
3396,Pleure pas,2
3397,Pars seul,2
3398,Sors d ici,3
3399,Viens là-bas,3
3400,Va t en,2
3401,Tais-toi,2
3402,Dis-le,2
3403,Donne-le,2
3404,Prends-le,2
3405,Lève-toi,2
3406,Couche-toi,2
3407,Calme-toi,2
3408,Cache-toi,2
3409,Bouge-toi,2
3410,Sauve-toi,2
3411,Le bel ange,3
3412,La belle âme,3
3413,Le pauvre homme,3
3414,La pauvre femme,3
3415,Mon vieux,2
3416,Ma vieille,2
3417,Mon doux,2
3418,Ma douce,2
3419,Mon ami,3
3420,Mon amour,3
3421,Ma chérie,3
3422,Ma soeur,2
3423,Mon frère,2
3424,Mon père,2
3425,Ma mère,2
3426,Mon fils,2
3427,Ma fille,2
3428,Le bon vin,3
3429,Le bon pain,3
3430,Le bon goût,3
3431,Le bon sens,3
3432,Le bon coeur,3
3433,Le bon mot,3
3434,Le grand mot,3
3435,Le grand jour,3
3436,Le grand bal,3
3437,Le grand ciel,3
3438,Le grand vent,3
3439,Le grand soir,3
3440,Le grand âge,3
3441,Le grand homme,3
3442,La grande dame,3
3443,La grande joie,3
3444,La grande peur,3
3445,La belle vie,3
3446,La belle mort,3
3447,La belle nuit,3
3448,La belle eau,3
3449,Le doux feu,3
3450,Le vrai roi,3
3451,Le vrai ami,4
3452,Le vrai sens,3
3453,Le faux ami,4
3454,Le faux pas,3
3455,Le mot juste,3
3456,Le mot doux,3
3457,Le mot dur,3
3458,L art pour l art,3
3459,L art majeur,3
3460,L art mineur,3
3461,L art ancien,3
3462,L art moderne,3
3463,L art naïf,3
3464,L art brut,2
3465,L art vivant,3
3466,Mon coeur bat,3
3467,Mon âme vibre,3
3468,Mon corps tremble,3
3469,Mon sang coule,3
3470,Mon souffle court,3
3471,Mes yeux pleurent,3
3472,Mes mains tremblent,3
3473,Mes pieds tournent,3
3474,Mes joues rougissent,4
3475,Mes lèvres bougent,3
3476,Le baiser brûle,4
3477,La caresse coule,4
3478,L étreinte serre,3
3479,Le frisson court,4
3480,La sueur perle,3
3481,Le souffle bref,3
3482,Le rythme rapide,4
3483,Le pouls fou,3
3484,Le coeur fou,3
3485,Mon esprit vague,4
3486,Ma tête tourne,3
3487,Ma joie déborde,4
3488,Ma peur fond,3
3489,Mon doute fuit,3
3490,Mon mal cesse,3
3491,Mon âme chante,3
3492,Mon coeur danse,3
3493,Mes pieds volent,3
3494,Mon être vibre,3
3495,Tu es là,3
3496,Tu es belle,3
3497,Tu es beau,3
3498,Tu es douce,3
3499,Tu es doux,3
3500,Tu es vraie,3
3501,Vends,0
3502,Perds,0
3503,Rends,0
3504,Fonds,0
3505,Joins,0
3506,Mors,0
3507,Cors,0
3508,Sels,0
3509,Plis,0
3510,Cris,0
3511,Vols,0
3512,Tris,0
3513,Pots,0
3514,Tons,0
3515,Sons,0
3516,Bons,0
3517,Vins,0
3518,Pains,0
3519,Mains,0
3520,Soins,0
3521,Dieux,0
3522,Lieux,0
3523,Cieux,0
3524,Yeux,0
3525,Voeux,0
3526,Feux,0
3527,Jeux,0
3528,Aïeux,0
3529,Trois fois,0
3530,Deux fois,0
3531,Cent fois,0
3532,Mille jours,0
3533,Mille nuits,0
3534,L âge mûr,0
3535,L art roi,0
3536,L os net,0
3537,L oeil sec,0
3538,L oeuf frais,0
3539,L huile chaude,0
3540,L oie blanche,0
3541,L homme seul,0
3542,L âme noire,0
3543,L âme pure,0
3544,L oeuvre faite,0
3545,Coeur léger,0
3546,Coeur lourd,0
3547,Coeur d or,0
3548,Coeur fier,0
3549,Coeur tendre,0
3550,Coeur fou,0
3551,Coeur pur,0
3552,Voix douce,0
3553,Voix grave,0
3554,Voix claire,0
3555,Voix forte,0
3556,Voix tendre,0
3557,Voix d ange,0
3558,Vent doux,0
3559,Vent fort,0
3560,Vent froid,0
3561,Vent chaud,0
3562,Vent du nord,0
3563,Vent du sud,0
3564,Vent d est,0
3565,Vent d ouest,0
3566,Mer calme,0
3567,Mer agitée,0
3568,Mer plate,0
3569,Mer haute,0
3570,Mer basse,0
3571,Mer noire,0
3572,Mer rouge,0
3573,Ciel bleu,0
3574,Ciel gris,0
3575,Ciel rose,0
3576,Ciel d hiver,0
3577,Ciel d été,0
3578,Ciel pur,0
3579,Ciel d encre,0
3580,Ciel ouvert,0
3581,Nuit noire,0
3582,Nuit pâle,0
3583,Nuit calme,0
3584,Nuit douce,0
3585,Nuit claire,0
3586,Nuit blanche,0
3587,Nuit profonde,0
3588,Jour gris,0
3589,Jour blanc,0
3590,Jour clair,0
3591,Jour court,0
3592,Jour long,0
3593,Jour faste,0
3594,Plein été,0
3595,Plein hiver,0
3596,Plein jour,0
3597,Plein air,0
3598,Plein vent,0
3599,Pleine lune,0
3600,Pleine mer,0
3601,L un de nous,0
3602,L un des deux,0
3603,L un d eux,0
3604,L un l autre,0
3605,Tour à tour,0
3606,Pas à pas,0
3607,Côte à côte,0
3608,Coeur à coeur,0
3609,Front contre front,0
3610,Joue contre joue,0
3611,Pied à terre,0
3612,Pied à pied,0
3613,Mot à mot,0
3614,Vers à vers,0
3615,Goutte à goutte,0
3616,Pas un mot,0
3617,Pas un cri,0
3618,Pas un bruit,0
3619,Pas un pli,0
3620,Pas un coup,0
3621,Pas un son,0
3622,Pas un brin,0
3623,Sans un mot,0
3624,Sans un bruit,0
3625,Sans un cri,0
3626,Sans un sou,0
3627,Sans un toit,0
3628,Sans un nom,0
3629,Avec joie,0
3630,Avec peur,0
3631,Avec foi,0
3632,Avec rage,0
3633,Avec grâce,0
3634,Avec ardeur,0
3635,Avec courage,0
3636,Avec calme,0
3637,Plein de joie,0
3638,Plein de foi,0
3639,Plein d ardeur,0
3640,Plein de grâce,0
3641,Plein de force,0
3642,Plein de doute,0
3643,Pleine de peur,0
3644,Pleine d effroi,0
3645,Pleine de larmes,0
3646,Pleine de soleil,0
3647,Pleine de joie,0
3648,Pleine de vie,0
3649,Pleine d espoir,0
3650,Pleine de grâce,0
3651,Riche de tout,0
3652,Riche d esprit,0
3653,Riche de coeur,0
3654,Pauvre de moi,0
3655,Pauvre de toi,0
3656,Pauvre d esprit,0
3657,Pauvre âme,0
3658,Pauvre coeur,0
3659,Pauvre vieux,0
3660,Cher ami,0
3661,Chère amie,0
3662,Cher coeur,0
3663,Chère âme,0
3664,Cher monde,0
3665,Chère vie,0
3666,Beau temps,0
3667,Mauvais temps,0
3668,Petit à petit,0
3669,Tout à coup,0
3670,Tout d un coup,0
3671,Tout au long,0
3672,Tout en haut,0
3673,Tout en bas,0
3674,Tout au bord,0
3675,Tout en plein,0
3676,Très peu,0
3677,Trop peu,0
3678,Si peu,0
3679,Si fort,0
3680,Si beau,0
3681,Si doux,0
3682,Si vrai,0
3683,Si seul,0
3684,Si calme,0
3685,Si triste,0
3686,Si gai,0
3687,Tant pis,0
3688,Tant mieux,0
3689,Tant et plus,0
3690,Bien sûr,0
3691,Bien là,0
3692,Bien bon,0
3693,Bien fou,0
3694,Bien chaud,0
3695,Bien net,0
3696,Bien doux,0
3697,Mal aimé,0
3698,Mal en point,0
3699,Mal à l aise,0
3700,Mal pris,0
3701,Le grand tour du jardin,0
3702,Le petit train d enfance,0
3703,Le vieil arbre du parc,0
3704,La belle fleur d hiver,0
3705,Le doux chant du matin,0
3706,Le clair de lune doux,0
3707,Au bord de la rivière,0
3708,Sur la pointe des pieds,0
3709,Au coeur de la forêt,0
3710,Dans le creux de ma main,0
3711,Sous le grand ciel d été,0
3712,Près de la cheminée,0
3713,Loin du tumulte humain,0
3714,Devant la mer immense,0
3715,Derrière la colline,0
3716,Vers la terre promise,0
3717,Au-delà des frontières,0
3718,Le matin d un beau jour,0
3719,Le soir d un long voyage,0
3720,Les nuits d hiver sans fin,0
3721,Les jours d été dorés,0
3722,Au creux du soir tombant,0
3723,Au seuil de la nuit pleine,0
3724,Le jardin du curé,0
3725,La cour du presbytère,0
3726,Le jardin des plantes,0
3727,Le bois de Vincennes,0
3728,La forêt de Brocéliande,0
3729,Les rives de la Seine,0
3730,Les bords de la Loire,0
3731,Les côtes de Bretagne,0
3732,Les plages du Languedoc,0
3733,Les vignes du Bordelais,0
3734,Les champs de Beauce,0
3735,Les blés de la Beauce,0
3736,Le Finistère sauvage,0
3737,Les calanques de Marseille,0
3738,Les vallées d Auvergne,0
3739,Le Massif Central vert,0
3740,Les hauts plateaux du Vercors,0
3741,Le Périgord noir,0
3742,Les châteaux de la Loire,0
3743,Les fermes du Rouergue,0
3744,Les villages perchés,0
3745,Les hameaux oubliés,0
3746,Les monastères silencieux,0
3747,Les chapelles isolées,0
3748,Les calvaires bretons,0
3749,Les menhirs anciens,0
3750,Les dolmens millénaires,0
3751,Les stèles funéraires,0
3752,Les tombes oubliées,0
3753,Les épitaphes effacées,0
3754,Les noms gravés à jamais,0
3755,Les dates qui s estompent,0
3756,Le marbre qui s effrite,0
3757,Le granit éternel,0
3758,La pierre qui dure,0
3759,Le cuivre qui rougit,0
3760,L étain blanc terni,0
3761,L argent qui noircit,0
3762,L or qui ne ternit pas,0
3763,Le diamant pur,0
3764,L émeraude verte,0
3765,Le rubis ardent,0
3766,Le saphir bleu,0
3767,La perle nacrée,0
3768,Le corail rouge,0
3769,L ambre jaune doré,0
3770,Le jade chinois vert,0
3771,Le lapis-lazuli,0
3772,L onyx noir poli,0
3773,L opale changeante,0
3774,La turquoise céleste,0
3775,L améthyste violette,0
3776,La citrine dorée,0
3777,La topaze claire,0
3778,Le quartz transparent,0
3779,Le grenat profond,0
3780,La tourmaline rose,0
3781,Le péridot tendre,0
3782,Le zircon brillant,0
3783,La calcédoine douce,0
3784,L hématite sombre,0
3785,Le marbre de Carrare,0
3786,Le granit de Bretagne,0
3787,L ardoise des toits,0
3788,La pierre de Bourgogne,0
3789,La pierre de Volvic,0
3790,Le tuffeau de Loire,0
3791,Le calcaire des plages,0
3792,Le grès rougeâtre,0
3793,Le silex noir tranchant,0
3794,Le basalte volcanique,0
3795,Le pumice léger,0
3796,L obsidienne brillante,0
3797,La météorite rare,0
3798,L étoile filante brève,0
3799,La comète errante,0
3800,Le bolide flamboyant,0
3801,La nuit étoilée nous emmène doucement,0
3802,Le vent du nord caresse les pierres usées,0
3803,Au creux de ma mémoire dort un parfum d enfance,0
3804,Les saisons passent vite mais le coeur reste fidèle,0
3805,Sous les marronniers de la cour rêve un enfant pâle,0
3806,La lune éclaire la grande maison silencieuse,0
3807,Une chanson ancienne traverse mon souvenir,0
3808,Au matin clair la rosée perle sur les pousses,0
3809,Le soleil rouge se couche derrière la colline,0
3810,Les hirondelles dessinent leurs arcs dans le ciel,0
3811,Une horloge ancienne sonne les heures dans l ombre,0
3812,La pluie tombe lentement sur les toits du village,0
3813,Les pavés brillants reflètent les lampadaires,0
3814,Dans le silence du soir une voix murmure mon nom,0
3815,Les feuilles dansent en cercles au pied du grand chêne,0
3816,Le poète écrit ses mots à la lueur d une bougie,0
3817,Les étoiles veillent sur les amoureux endormis,0
3818,Au fond du jardin pousse un cerisier solitaire,0
3819,La fontaine de pierre coule depuis des siècles,0
3820,Le vieil homme regarde passer les nuages d argent,0
3821,Les enfants courent dans le pré couvert de marguerites,0
3822,Le berger guide son troupeau vers la rivière fraîche,0
3823,La cloche du village sonne l angélus de midi,0
3824,Au bord du lac dorment les nénuphars en silence,0
3825,Les saules pleureurs trempent leurs branches dans l onde,0
3826,Le pêcheur attend patient sa prise du jour qui vient,0
3827,Une libellule bleue survole l étang paisible,0
3828,Le moulin à vent tourne lentement dans la plaine,0
3829,La grange abrite encore les souvenirs d autrefois,0
3830,Le coq chante avant l aube pour réveiller la ferme,0
3831,Les vignes mûrissent dans la chaleur de septembre,0
3832,Le vendangeur coupe les grappes de raisin gorgées,0
3833,La cave fraîche garde le secret des grands crus,0
3834,Le tonneau de chêne marie la sève et le fruit,0
3835,Le vin nouveau réjouit les tablées de la fête,0
3836,Au crépuscule les amis se quittent à regret,0
3837,Les retrouvailles sont toujours douces après l absence,0
3838,L été indien prolonge encore les jours dorés,0
3839,Octobre dépouille lentement les arbres du jardin,0
3840,Les marrons éclatent sous les pas des enfants joyeux,0
3841,La cheminée crépite en chassant le froid mordant,0
3842,Les longues soirées d hiver invitent à la lecture,0
3843,Un livre ancien retrouvé surprend toujours son lecteur,0
3844,Les pages jaunies sentent bon la cave humide,0
3845,La signature au crayon raconte une autre époque,0
3846,Une dédicace tendre émeut comme un baiser perdu,0
3847,Les héros familiers nous attendent sur la couverture,0
3848,Don Quichotte lance encore ses moulins imaginaires,0
3849,Madame Bovary rêve toujours d un grand amour,0
3850,Le petit prince dompte sa rose unique au monde,0
3851,Cyrano cache son coeur immense d enfant timide,0
3852,Carmen séduit toujours d un regard les recrues,0
3853,Werther meurt d amour pour la fidèle Charlotte,0
3854,Les Misérables nous bouleversent par leur grandeur,0
3855,Notre-Dame veille sur la tendre Esmeralda,0
3856,Quasimodo sonne les cloches de son désespoir,0
3857,Frollo se consume du désir interdit qui brûle,0
3858,La littérature porte les rêves de l humanité,0
3859,Les écrivains traduisent en mots ce que nous ressentons,0
3860,Les poètes capturent l indicible avec quelques lettres,0
3861,Les romans nous offrent des vies que nous n aurons pas,0
3862,Les essais nous invitent à penser plus profondément,0
3863,Les nouvelles condensent en peu de pages un destin,0
3864,Le théâtre joue devant nous nos passions intimes,0
3865,La poésie murmure nos mystères à l oreille,0
3866,La philosophie cherche le sens caché des choses,0
3867,La science explore patiemment l ordre du réel,0
3868,L art tente de capter la beauté qui nous échappe,0
3869,La musique exprime ce que les mots taisent toujours,0
3870,La danse libère le corps de sa pesanteur,0
3871,La peinture fixe l instant fugace dans les couleurs,0
3872,La sculpture défie le temps qui ronge tout sur terre,0
3873,L architecture habille nos vies de pierres et de bois,0
3874,Le cinéma raconte nos rêves en images animées,0
3875,La photographie arrête un fragment du temps qui passe,0
3876,Chacun de ces arts nous parle d une voix différente,0
3877,Chacun nous touche en un endroit secret de notre âme,0
3878,Vivre sans art serait comme vivre sans le soleil,0
3879,Vivre sans amour serait respirer dans le vide,0
3880,Vivre sans espoir serait pire que mourir mille fois,0
3881,Mais avec ces trois trésors nous pouvons tout affronter,0
3882,L art l amour l espoir éclairent nos chemins difficiles,0
3883,Cultivons-les comme les jardins précieux qu ils sont,0
3884,Transmettons-les à nos enfants comme l héritage le plus beau,0
3885,Confions-les aux générations qui suivront notre passage,0
3886,Le monde sera meilleur si chacun y contribue,0
3887,Chacun à sa mesure avec ses propres dons,0
3888,Tous unis dans la quête du beau et du vrai,0
3889,Tous unis dans la lutte contre la nuit qui menace,0
3890,Tous unis dans l espérance d un avenir meilleur,0
3891,Voilà ce qui nous reste à faire avant la nuit longue,0
3892,Voilà ce qui donne sens à nos vies si brèves,0
3893,Voilà la flamme à porter haut dans le grand vent,0
3894,Voilà la torche à transmettre à ceux qui suivront,0
3895,Voilà la mission silencieuse de chaque humain,0
3896,Voilà la grandeur secrète de notre fragile espèce,0
3897,Voilà ce que je voulais dire avant de me taire,0
3898,Voilà mes derniers mots adressés à ceux que j aime,0
3899,Au revoir lecteur ami je te souhaite la paix,0
3900,Au revoir lectrice amie je te souhaite la joie,0
